OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Latitude,Longitude
3089,54672,Australia -- 53290,Weipa, ,AU WEI,Australia,Gulf of Carpentaria; Arafura Sea; South Pacific Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"coa05e, gen05a",1,0,9.4,11,11,9.4,0,236,43,12.2,0,0,0,Very Small,Coastal (Natural),-12.666667,141.866667
3090,54670,Australia -- 53290,Darwin, ,AU DRW,Australia,Timor Sea; Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,"74397, 74402", , ,"coa04h, gen04b, h0454670",3,0,18.6,17.1,7.9,11,0,345,52,12,0,0,0,Medium,Coastal (Natural),-12.47138889,130.8477778
3091,9590,Belize -- 9580,Belize City, ,BZ BZE,Belize,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28168, , ,"coa14b, gen14a, h1409590",0.8,0,18.2,7,9.4,4.9,0,140,0,7.5,300,0,8.5,Small,Open Roadstead,17.5,-88.183333
3092,9395,Mexico East Coast -- 9350,Cayo Arcas Terminal, ,MX CAT,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28260, , ,"coa15c, gen15",0,0,0,12.8,0,20.1,0,0,0,0,350,0,22.5,Very Small,Open Roadstead,20.166667,-91.983333
3093,9490,Mexico East Coast -- 9350,Ciudad Del Carmen,Laguna De Terminos,MX CME,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28260, , ,"a1509490, coa15c, gen15, h1509490",0,0,3.4,7,4.9,3.4,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),18.633333,-91.866667
3094,9620,Guatemala East Coast -- 9600,Puerto Barrios, ,GT PBR,Guatemala,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28165, , ,"a1409620, coa14b, gen14a, h1409620",0.3,0,9.4,5.6,7.9,0,0,225.7,32.3,12,0,0,0,Small,Open Roadstead,15.733333,-88.6
3095,54580,Australia -- 53290,Onslow, ,AU ONS,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"coa04j, gen04b, h0454580",4,0,1.8,6.4,6.4,0,0,0,0,7.4,0,0,0,Very Small,Open Roadstead,-21.65,115.1
3096,54600,Australia -- 53290,Port Walcott,Cossack; Samson Point,AU PWL,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74021, , ,"a0454600, coa04j, gen04b, h0454600",6,0,12.5,11,18.6,9.4,0,330,57,19.9,0,0,0,Very Small,Open Roadstead,-20.65,117.183333
3097,54605,Australia -- 53290,Dampier, ,AU DAM,Australia,Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74020, , ,"a0454600, coa04j, gen04b, h0454605",4,0,11,23.2,18.6,6.4,0,340,58,19.5,0,0,0,Medium,Coastal (Breakwater),-20.633333,116.716667
3098,9370,Mexico East Coast -- 9350,Tuxpan, ,MX TUX,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28320, , ,"a1509370, coa15c, gen15, h1509370",0.5,0,3.4,14,11,4.9,0,294.1,40,0,213.4,0,12.2,Medium,River (Natural),20.95,-97.4
3099,9625,Guatemala East Coast -- 9600,Santo Tomas De Castilla,Puerto Matias De Galves,GT IZ4,Guatemala,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28165, , ,"a1409620, coa14b, gen14a, h1409620",0.5,90,11,4,7.9,7.9,0,299.6,40,11,0,0,0,Small,Coastal (Natural),15.7,-88.616667
3100,9650,Honduras East Coast -- 9630,Puerto Cortes, ,HN PCR,Honduras,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28170, , ,"a1409650, coa14b, gen14a, h1409650",0.3,400,13.5,9,11,12.5,0,0,0,0,0,0,0,Small,Open Roadstead,15.833333,-87.95
3101,9380,Mexico East Coast -- 9350,Veracruz, ,MX VER,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28310, , ,"a1509380, coa15c, gen15, h1509380",0.6,0,14,24,11,0,0,336.7,48.2,12.8,0,0,0,Medium,Coastal (Breakwater),19.2,-96.133333
3102,9690,Honduras East Coast -- 9630,Puerto Castilla, ,HN PCA,Honduras,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28142, , ,"a1409690, coa14b, gen14a, h1409690",0.5,0,12.5,33,9.4,0,0,225,0,10.9,0,0,0,Very Small,Open Roadstead,16,-85.983333
3103,54675,Australia -- 53290,Gove, ,AU GOV,Australia,Arafura Sea; South Pacific Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74383, , ,"coa05e, gen05a",2,0,12.5,14,12.5,12.5,0,270,0,14.6,0,0,0,Very Small,Open Roadstead,-12.2,136.7
3104,54690,Australia -- 53290,Karumba, ,AU KRB,Australia,Gulf of Carpentaria; Arafura Sea; South Pacific Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view,74313, , ,"coa05e, gen05a",4,0,3.4,7.9,1.8,6.4,0,100,0,4.6,0,0,0,Very Small,River (Natural),-17.483333,140.833333
3105,54660,Australia -- 53290,Wyndham, ,AU WYN,Australia,Joseph Bonaparte Gulf; Timor Sea; Indian Ocean, ,Sailing Directions Pub. 175 (Enroute) - North West and South Coasts of Australia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub175bk.pdf&type=view, , , ,"a0454660, gen04b",8,0,6.4,9.4,7.9,7.9,0,190,0,8,0,0,0,Very Small,River (Natural),-15.466667,128.1
3106,9410,Mexico East Coast -- 9350,Nanchital, ,MX NAN,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28310, , ,"coa15c, gen15, h1509405",0,0,9.4,0,7.9,7.9,0,177,0,8.4,0,0,0,Very Small,River (Natural),18.066667,-94.416667
3107,9670,Honduras East Coast -- 9630,La Ceiba, ,HN LCE,Honduras,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28144, , ,"a1409690, coa14b, gen14a, h1409670",0.3,100,4.2,15,9.4,0,0,0,0,8,0,0,0,Very Small,Open Roadstead,15.783333,-86.8
3108,9660,Honduras East Coast -- 9630,Tela, ,HN TEA,Honduras,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28161, , ,"a1409660, coa14b, gen14a, h1409660",0.3,0,0,14,0,6.4,0,0,0,0,200,0,12,Very Small,Open Roadstead,15.783333,-87.45
3109,9405,Mexico East Coast -- 9350,Coatzacoalcos,Puerto Mexico,MX COA,Mexico,Gulf of Mexico; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28310, , ,"a1509405, coa15c, gen15, h1509405",0.4,0,11.2,0,9.4,9.4,0,310,0,11.8,0,0,0,Small,River (Natural),18.15,-94.416667
3110,49730,Burma (Myanmar) -- 49610,Victoria Point Harbor,Kawsong Harbor, ,Burma,Andaman Sea; Indian Ocean, ,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub173bk.pdf&type=view,63440, , ,"coa03p, gen03a",0,0,0,0,6.1,0,0,0,0,6.2,0,0,0,Very Small,Open Roadstead,9.983333333,98.55
3111,1860, ,Old Ferolle Harbor,Brig Bay, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"coa28a, gen28a",1.5,0,0,9.1,4.3,0,0,0,0,0,0,0,0,Small, ,51.08333333,-56.88333333
3112,1862, ,St. Barbe Harbor, , ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view,14377, , ,"coa28a, gen28a",1.2,0,0,7.8,6.8,0,0,0,0,0,0,0,0,Small, ,51.2,-56.76666667
3113,9855, ,Punta Rincon, ,PAPRI,Panama,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,26070, , ,"coa14j, gen14a",0,0,0,0,0,0,0,230.1,32.3,13,0,0,0, , ,9.016666667,-80.7
3114,9768, ,San Andres Island, ,COADZ,Colombia,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,26082, , ,"a1409767, gen14a, h1409768",0,0,0,11,0,0,0,0,0,5.3,0,0,0, , ,12.56666667,-81.7
3115,9760,Nicaragua East Coast -- 9740,Puerto Cabezas, ,NI PUZ,Nicaragua,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28104, , ,"coa14i, gen14a, h1409760",0.5,0,10,6,6.4,6.4,0,120,0,6.5,0,0,0,Very Small,Open Roadstead,14.016667,-83.383333
3116,9769,Nicaragua East Coast -- 9740,El Bluff,Bluefields,NI ELB,Nicaragua,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28082, , ,"coa14i, gen14a, h1409770",0,0,3.4,6.4,3.4,3.4,0,0,0,0,0,0,0,Very Small,Coastal (Natural),12,-83.7
3117,9805,Costa Rica E Coast -- 9800,Puerto Moin,Puerto Limon,CR PMN,Costa Rica,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28051, , ,"a1409810, coa14j, gen14a, h1409810",1,0,11,23.2,11,12.5,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),10,-83.083333
3118,9830,Panama East Coast -- 9820,Almirante, ,PA PAM,Panama,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28054, , ,"coa14j, gen14a, h1409830",0.3,0,9.4,15,7.3,0,0,211.9,30.7,10.7,0,0,0,Very Small,Coastal (Natural),9.3,-82.4
3119,9598,Belize -- 9580,Big Creek, ,BZBGK,Belize,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,"28162, 28167", , ,"coa14b, gen14a, h1409598",0,120,11,6,0,0,0,0,0,11,0,0,0, , ,16.51666667,-88.4
3120,9810,Costa Rica E Coast -- 9800,Puerto Limon,Limon; Puerto Moin,CR LIO,Costa Rica,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28051, , ,"a1409810, coa14j, gen14a, h1409810",0.3,250,11.5,35,11,0,0,300,48.2,11.8,0,0,0,Very Small,Coastal (Breakwater),9.983333,-83.016667
3121,9840,Panama East Coast -- 9820,Bocas Del Toro, ,PA BOC,Panama,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28052, , ,"a1409825, coa14j, gen14a, h1409830",0.3,0,7.9,4,6.4,0,0,0,0,8,0,0,0,Very Small,Open Roadstead,9.333333,-82.233333
3122,9675,Honduras East Coast -- 9630,Coxen Hole,Roatan,HN RTB,Honduras,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28153, , ,"a1409690, coa14b, gen14a, h1409677",0.5,0,20,13,9.4,0,0,305,0,9.3,0,0,0,Very Small,Coastal (Natural),16.316667,-86.55
3123,9825,Panama East Coast -- 9820,Chiriqui Grande,Atlantic Terminal,PA CHG,Panama,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28042, , ,"a1409825, gen14a, h1409825",0.6,0,7.9,23.2,11,20.1,0,169.3,27.2,10,333,0,21,Very Small,Open Roadstead,8.95,-82.116667
3124,9770,Nicaragua East Coast -- 9740,Bluefields,El Rama; El Bluff,NI BEF,Nicaragua,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub148bk.pdf&type=view,28082, , ,"coa14i, gen14a, h1409770",0.3,0,3.6,6.4,4.9,0,0,90.6,13.8,0,0,0,0,Small,Open Roadstead,12.016667,-83.75
3125,1850, ,Port Saunders, , ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"coa18d, gen18b",2,0,0,12.8,0,0,0,0,0,0,0,0,0,Small, ,50.65,-57.28333333
3126,1789, ,Great Jervis Harbor, , ,Canada,North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801787, coa18d, gen18b",1.4,0,0,16.4,0,0,0,0,0,0,0,0,0, , ,47.65,-56.18333333
3127,1853, ,Hawkes Habor, , ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"coa18d, gen18b",1.6,180,10.9,22,0,0,0,0,0,0,0,0,0, , ,50.61666667,-57.3
3128,44340,Georgia -- 44275,Poti, ,GE PTI,Georgia,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55138, , ,"a1044340, coa10a, gen10b",0,55,10.5,23.2,12.5,12.5,0,200,32.3,10.3,0,0,0,Small,Coastal (Breakwater),42.15,41.583333
3129,43572,Romania -- 43540,Tulcea, ,RO TCE,Romania,Black Sea; North Atlantic Ocean, ,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view, , , ,gen10b,0,0,0,0,7,0,0,0,0,7.2,0,0,0,Very Small,River (Natural),45.166667,28.816667
3130,43500,Bulgaria -- 43460,Burgas,Burghaz; Druiba,BG BOJ,Bulgaria,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55063, , ,"a1043500, coa10b, gen10b, h1043500",0,0,15,11,6.4,6.4,0,252,46,14.8,0,0,0,Small,Coastal (Breakwater),42.483333,27.483333
3131,1784,Newfoundland Cont. -- 1780,Fortune, , ,Canada,North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801786, coa18d, gen18b, h1801784",0,45,5.2,10.9,0,0,0,0,0,3,0,0,0, , ,47.0732822,-55.83068712
3132,43590,Romania -- 43540,Braila, ,RO BRA,Romania,Black Sea; North Atlantic Ocean, ,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view, , , ,gen10b,0,0,11,6.4,6.4,0,0,140.9,20,0,0,0,0,Very Small,River (Natural),45.25,27.983333
3133,43600,Romania -- 43540,Galati, ,RO GAL,Romania,Black Sea; North Atlantic Ocean, ,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view, , , ,gen10b,0.9,0,8.5,6.4,7.5,0,0,153.9,22,7.5,0,0,0,Small,River (Natural),45.416667,28.083333
3134,1020,Baffin Island -- 1010,Pond Inlet, ,CA PDI,Canada,Northwest Passages; Arctic Ocean, ,No NGA Sailing Directions (Enroute) Coverage,No Link Available,15641, , ,"coa28h, gen28f",6,0,23.2,23.2,0,0,0,250,0,0,0,0,0,Medium,Open Roadstead,72.75,-76.75
3135,44350,Georgia -- 44275,Batumi, ,GE BUS,Georgia,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55141, , ,"a1044350, coa10a, gen10b, h1044350",0.5,0,9,15,12,14.5,0,229,32.3,11.5,250,44,13.5,Small,Coastal (Breakwater),41.65,41.65
3136,1790,Newfoundland  W Coast -- 1800,Burgeo, ,CABUO,Canada,North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801789, coa18d, gen18b, h1801790",1.2,0,0,15.5,0,0,0,0,0,4,0,0,0,Small, ,47.61666667,-57.6
3137,44345,Georgia -- 44275,Supsa Marine Terminal, ,GE SPS,Georgia,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55138, , ,"a1044340, coa10a, gen10b",0,0,20,14,0,17.5,0,0,0,0,290,50,17.5,Very Small,Open Roadstead,42.1,41.716667
3138,1830,Newfoundland  W Coast -- 1800,Corner Brook, ,CA CBK,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view,14319, , ,"coa18d, gen18b, h1801830",2,0,9.4,28,9.4,7.9,0,345,43,10,0,0,0,Small,Coastal (Natural),48.95,-57.95
3139,44320,Georgia -- 44275,Sokhumi, ,GE ABK,Georgia,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55170, , ,"coa10a, gen10b, h1044320",0,0,9.4,11,6,0,0,190,0,7.8,0,0,0,Very Small,Open Roadstead,42.983333,40.983333
3140,43510,Bulgaria -- 43460,Varna,Stalin,BG VAR,Bulgaria,Black Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55062, , ,"a1043510, coa10b, gen10b",0,0,9.4,15.5,4.9,6.4,0,225,0,9.9,0,0,0,Large,Coastal (Breakwater),43.183333,27.966667
3141,1795,Newfoundland  W Coast -- 1800,Port Aux Basques, ,CA PBQ,Canada,North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801795, coa18d, gen18b, h1801795",1.7,0,17.1,14,7.9,0,0,119,0,6.3,0,0,0,Small,Coastal (Natural),47.566667,-59.133333
3142,1820,Newfoundland  W Coast -- 1800,St George's,Saint George's Harbor, ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean, ,Sailing Directions Pub. 146 (Enroute) - Newfoundland Labrador and Hudson Bay,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub146bk.pdf&type=view, , , ,"a1801820, coa18d, gen18b",1.5,0,12.8,10.9,12.5,0,0,0,0,0,0,0,0,Small,Coastal (Natural),48.45,-58.45
3143,15550,Nicaragua West Coast -- 15520,Corinto, ,NI CIO,Nicaragua,North Pacific Ocean, ,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub153bk.pdf&type=view,21525, , ,"a1415550, coa14g, gen14b, h1415550",0.9,115,13.4,8,12.5,12.7,0,294.1,36.5,12.2,0,0,0,Small,River (Natural),12.483333,-87.166667
3144,15660,Guatemala West Coast -- 15650,Puerto Quetzal, ,GT PRQ,Guatemala,North Pacific Ocean, ,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub153bk.pdf&type=view,21483, , ,"a1415660, coa14g, gen14b, h1415660",2.8,210,14,19,11,12.5,0,133.5,48.2,13.8,0,0,0,Very Small,Coastal (Breakwater),13.916667,-90.8
3145,15545,Nicaragua West Coast -- 15520,Puerto Sandino, ,NI PSN,Nicaragua,North Pacific Ocean, ,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub153bk.pdf&type=view,21542, , ,"a1415545, coa14g, gen14b, h1415545",0.9,0,9.4,12.5,3.4,14.3,0,0,0,0,212.4,0,12.2,Very Small,Open Roadstead,12.183333,-86.766667
3146,48280,United Arab Emirates -- 48260,Hulaylah Oil Terminal, ,AE HTL,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,809125, , ,"a1048275, coa10l, gen10a",0,0,20.1,23.2,0,32.3,0,0,0,0,400,55,21.5,Very Small,Open Roadstead,25.983333,55.933333
